process_id,material_type,recycling_process,energy_consumption_kwh_per_kg,co2_emissions_kg_per_kg,water_consumption_l_per_kg,waste_generation_kg_per_kg,recycling_efficiency,circularity_score,sustainability_rating,renewable_energy_usage,toxicity_level,biodegradability,resource_depletion_factor,ecosystem_impact,environmental_score
ENV_0016,dust_particles,thermal_treatment,13.552196165575578,3.724769189730038,70.36233069535949,0.4432568022159574,0.5865822467007725,0.47210683372975937,B,0.8318615378356827,medium,0.15792554101674927,0.3785220696734102,significant,0.625025272631419
ENV_0017,slag,chemical_treatment,19.581992779822556,2.139615646485781,32.404333012299794,0.10931665581999848,0.6672373021596965,0.4785049460647134,A+,0.6289478756968642,medium,0.6815933513870952,0.1584224626089351,minimal,0.657473285605651
ENV_0018,lead_scrap,electrometallurgy,8.83748937678805,5.549707841789673,53.005806721327346,0.39092719235424395,0.5861004199109628,0.3324485733282371,C,0.3192042609689927,low,0.6904186711153346,0.48632200135197085,minimal,0.4396694575790446
ENV_0019,iron_ore_tailings,direct_reuse,15.771301039692547,1.5515043929468535,4.196850743670921,0.4066502526510013,0.8233828201009747,0.2672005890217816,A,0.03608711525093877,low,0.09165349491015551,0.6784009033184032,significant,0.5611272550964309
ENV_0020,lead_scrap,biometallurgy,11.375978388625319,8.542415617765322,58.907256138614926,0.10822422056000573,0.7943915217880013,0.78223787878638,B,0.5081546361154055,low,0.5237291483238744,0.6207427484840549,minimal,0.5401234909837977
ENV_0021,lead_scrap,chemical_treatment,18.587546603783366,7.790655202741113,87.23136374592933,0.4552980641184041,0.8768873683518396,0.27368136932857967,B,0.0025110994609641724,medium,0.4879542493091819,0.4273136042438007,minimal,0.38458504818122724
ENV_0022,steel_scrap,pyrometallurgy,0.1981244576509302,6.840044364762425,17.688933725389894,0.01360917223270613,0.9441842386439669,0.6283033940694996,A,0.21094759504570992,low,0.4991629855988185,0.6265962565423484,moderate,0.5459041384733593
ENV_0023,aluminum_scrap,electrometallurgy,19.77290759388673,7.314196516498209,13.734197622083576,0.09492937477466067,0.9500118902605278,0.92366532851023,D,0.6420047466341069,low,0.0710680570412368,0.2782540799819539,minimal,0.6787116866120795
ENV_0024,aluminum_scrap,direct_reuse,10.88931833559422,5.741306928680307,59.69328581429461,0.2383792463738084,0.5510110385066328,0.49511135112461024,B,0.9281933829270617,high,0.39035706373346923,0.8456839017481367,minimal,0.577725050501915
ENV_0025,aluminum_scrap,chemical_treatment,2.6863548540082713,2.1890642377109812,79.76655810632789,0.1565976452588155,0.6863238914798048,0.9279746212132443,B,0.04045541170695377,low,0.33389420349819077,0.17540636753807873,significant,0.6339112468966517
ENV_0026,zinc_scrap,magnetic_separation,11.138772946423648,1.785079644106004,61.64857450044885,0.2526966479921179,0.8130209905503553,0.4989399631810451,A+,0.9339014930325914,high,0.04990403924710565,0.5215218928101714,minimal,0.7769221990846538
ENV_0027,zinc_scrap,hydrometallurgy,6.668347320841098,2.1890393783499693,46.37645783591573,0.006271600738036073,0.672065789283808,0.4438949645118585,B,0.6741023690613919,low,0.37037205748145485,0.8014602624823766,minimal,0.6595480221492933
ENV_0028,zinc_scrap,electrometallurgy,15.560463495775124,0.5359875936317473,59.575281437595876,0.46891542713156464,0.9756440050096529,0.7847461788416761,C,0.5071514131469762,medium,0.22371224539969303,0.15664973668919346,minimal,0.8349930920916739
ENV_0029,dust_particles,biometallurgy,0.8315633658507512,5.551337068054899,28.50264640988716,0.25863901449876137,0.9849604782537731,0.3629561144468285,A,0.4393754764857114,low,0.2393789698091145,0.26635334725245746,significant,0.5894143496209929
ENV_0030,copper_scrap,mechanical_recycling,18.079914464228043,6.387056936569623,33.351019455732875,0.41286652894516335,0.8034871214067475,0.36176041405103104,A,0.15622910060216322,medium,0.17177786824094846,0.5284018714357744,minimal,0.4530323312555744
ENV_0031,slag,electrometallurgy,16.355816202715086,0.6694550296415719,66.94622697838233,0.1328291401475807,0.8283065386987499,0.20131823341990412,B,0.5384399421436084,low,0.7235893507297853,0.5038759651734022,moderate,0.6763599458330802
ENV_0032,copper_scrap,hydrometallurgy,7.581617995586561,4.836962159111356,58.90898316466375,0.08101906064536338,0.889874661477611,0.9365587666435768,B,0.7330964504718835,low,0.5275725912679271,0.8345627950615357,minimal,0.7557845770930347
ENV_0033,lead_scrap,electrometallurgy,1.3620846766258146,1.9453075055887414,19.734142093357807,0.3206451650434761,0.7981374394606298,0.6252739945973964,B,0.00824654657890711,medium,0.367446669643582,0.8998304313308556,minimal,0.6077861149057875
ENV_0034,aluminum_scrap,pyrometallurgy,0.47590415601516795,6.212935042638962,65.06101128490612,0.4743335634881825,0.9234307717892026,0.846179541786085,B,0.5513027108732685,medium,0.4082188070192643,0.8447459328732259,moderate,0.6701376307894628
ENV_0035,copper_scrap,pyrometallurgy,4.228241995669175,1.6293866900073357,75.90185827540905,0.2333653405293919,0.7956989034107147,0.38331756670481343,A,0.8814850625256155,high,0.5941621300917682,0.1884387379204867,moderate,0.7427885961690801
ENV_0036,zinc_scrap,hydrometallurgy,9.04934845819809,4.507463109691781,28.522065807336304,0.07128136148379301,0.8567936827401943,0.3126535392808839,B,0.04814899320091637,low,0.7737057519546144,0.4686177668648115,moderate,0.49397471802766485
ENV_0037,dust_particles,mechanical_recycling,11.19429771585071,6.981397805295783,98.8153214242642,0.08876737359009498,0.8065384406784235,0.5865829047370077,B,0.5030087138191682,medium,0.6484890302023201,0.57572916083536,moderate,0.5504379217558888
ENV_0038,slag,hydrometallurgy,7.760693017676763,1.2940733768808363,90.42696412401996,0.2574692235154976,0.6396787720183719,0.33791864195363897,A,0.13395310745125166,medium,0.2323157232481024,0.25878103392141777,moderate,0.5474557801800646
ENV_0039,zinc_scrap,direct_reuse,4.485460668785857,5.831109449157166,32.71776631036015,0.018441186560618095,0.9845716043533614,0.7505329224248729,A,0.7152486030371408,low,0.172563473472548,0.5087678477587418,moderate,0.7135945029236962
ENV_0040,steel_scrap,biometallurgy,0.7723087309132527,5.299333192827347,1.086537093233007,0.34390129027431,0.5684902549849408,0.780790679697774,C,0.7811031740935361,low,0.583556122295385,0.26859002604823035,minimal,0.623945851468924
ENV_0041,zinc_scrap,pyrometallurgy,6.07656500307072,4.740845058133393,73.05533346918003,0.17676250975079574,0.9080833949223522,0.3778853933464947,A,0.34426956112528984,low,0.3816547400430135,0.6964036749935661,minimal,0.5746306576270608
ENV_0042,steel_scrap,mechanical_recycling,8.350713748079595,3.861036717428606,84.55573612216787,0.48339009643238934,0.5156130344218555,0.27883710586300553,A,0.14624530804057467,medium,0.6667375756973827,0.22937197469862616,moderate,0.42386929158441444
ENV_0043,slag,direct_reuse,15.472121719163848,6.432389422564902,57.26070729409702,0.17147381606234874,0.5887277376202089,0.5947492377276296,B,0.06055541510494633,low,0.6138080229956033,0.8387028411278203,significant,0.41470756917563084
ENV_0044,steel_scrap,pyrometallurgy,9.69588415274867,3.8430632639871174,53.40468778137294,0.2967893749894526,0.6362303159946483,0.8131161297952394,C,0.02827848391228016,medium,0.38759040872174,0.1658139045092898,significant,0.5438561196202848
ENV_0045,steel_scrap,mechanical_recycling,7.829258853018026,1.1105854549856113,17.930670815246707,0.28916882927411064,0.5980695755835549,0.2660364591541713,A+,0.3607588767819926,medium,0.17597732752740056,0.5092496904591717,minimal,0.5714623762127309
ENV_0046,nickel_scrap,biometallurgy,7.94305712714945,0.9565937629391255,72.70687190318401,0.1160135196366833,0.7868308749807257,0.34881880358984413,B,0.47693059132110593,medium,0.024251007650124293,0.3462016122860434,moderate,0.672501328588234
ENV_0047,copper_scrap,direct_reuse,12.97739979778161,1.4864391048434187,97.34224142143029,0.039485430307786167,0.9400432078224829,0.5490818972913802,A,0.4267549960162299,high,0.12612873156496543,0.5340924574867195,minimal,0.7325871678629643
ENV_0048,lead_scrap,mechanical_recycling,16.387289363168364,2.057171416473158,24.5796863892162,0.3312774495780358,0.8831214169830789,0.7664569065648943,B,0.3446451433516877,medium,0.6178719654042661,0.4405976986559608,moderate,0.7254416925840453
ENV_0049,iron_ore_tailings,mechanical_recycling,19.2825071789657,2.1420359260545436,54.57590043113382,0.14006884768032088,0.8917258787967964,0.2510944589284125,B,0.0552564788036336,low,0.40637573020623147,0.10814609360079636,moderate,0.5645268734038118
ENV_0050,lead_scrap,electrometallurgy,17.88277122071711,0.19666217512900985,72.4701481442497,0.17134645640650878,0.6165993589474711,0.9145623990976128,C,0.7553788703726929,medium,0.7726992700707745,0.26019474187002267,moderate,0.8130681963244322
ENV_0051,lead_scrap,biometallurgy,4.223892883499058,3.335213726654247,62.59682535793678,0.26305997857425123,0.8960759762756896,0.6312548108987073,B,0.547606309779024,low,0.7290348314355709,0.677304840865022,moderate,0.7045386052186258
ENV_0052,steel_scrap,thermal_treatment,10.119708285690837,6.598217309192004,18.576648479993043,0.1430176768273788,0.8237805758755634,0.4045555448813409,D,0.8425362352067004,low,0.28510536124580527,0.8516573899307565,moderate,0.5986060095045171
ENV_0053,nickel_scrap,direct_reuse,17.307904481615648,2.2771387856494227,74.49008829234988,0.12600444716373635,0.5241834885420559,0.2528798304453739,C,0.0950641335343575,low,0.4922543920855262,0.7139059672209269,minimal,0.4585296757890803
ENV_0054,iron_ore_tailings,mechanical_recycling,14.583428211719964,7.109376257477203,31.681446835558614,0.18892844058970482,0.6171921865417704,0.5215358380083152,B,0.24929735778690731,medium,0.2042473203314443,0.5838444469213376,minimal,0.42604300739725953
ENV_0055,lead_scrap,hydrometallurgy,14.626833161261112,3.982607590889138,6.519686016340717,0.12551835084765675,0.829711664808073,0.584362366882879,B,0.21209154780928596,high,0.48748502094939516,0.7476178086065739,moderate,0.5887260546541807
ENV_0056,nickel_scrap,biometallurgy,17.261644719963552,9.337221163996213,82.75945875293131,0.31793330412268667,0.7064522026632437,0.3200092941909881,B,0.11094162558837639,low,0.7496192782394171,0.2513261171794609,moderate,0.3180092098349596
ENV_0057,iron_ore_tailings,electrometallurgy,11.130484592684036,9.156073521609574,81.96772497700483,0.2242261029509135,0.7338879318074281,0.8020382637874219,B,0.5863270987972607,low,0.2604734567278097,0.7237204999428356,minimal,0.5231572464108778
ENV_0058,steel_scrap,biometallurgy,18.59740673764745,6.0704269767341,66.79927486623106,0.37693614873972237,0.579721027996195,0.9294206406075374,A+,0.8605279492811901,medium,0.6946313437991756,0.11176898175197297,minimal,0.6497932170745809
ENV_0059,steel_scrap,pyrometallurgy,19.923916142019912,4.793932946531501,65.82156393247686,0.4135980416386453,0.6620262203126561,0.5012715563699435,A,0.014218397774346303,low,0.3477376390410066,0.7483698474738748,moderate,0.45788786852670976
ENV_0060,nickel_scrap,magnetic_separation,7.131707372824032,2.227846526681049,88.54902624282177,0.14698858268690457,0.697933335572253,0.7166055749905368,A,0.9173951123464916,low,0.33646989027566615,0.5831054987123946,significant,0.7693447423386501
ENV_0061,aluminum_scrap,magnetic_separation,3.821145757836274,8.671919071846593,76.16763232922237,0.45572072004895503,0.66515552949804,0.5455444742194654,A,0.7411752986663274,medium,0.23931984959549668,0.8761761295221437,minimal,0.4967330412711728
ENV_0062,lead_scrap,mechanical_recycling,8.32270428014498,5.177522433214351,49.06669535675109,0.31684031384322764,0.6482411865794282,0.81009356676281,A,0.5867517073367523,low,0.2933751343741071,0.16679973928133612,moderate,0.6185157377973104
ENV_0063,lead_scrap,chemical_treatment,8.66042763012883,6.255428919586669,88.50476556631934,0.009990415934090058,0.7196869648673349,0.9368178155472237,B,0.18318510141950028,medium,0.5431356879396051,0.5877347777880219,minimal,0.5522438052659452
ENV_0064,iron_ore_tailings,chemical_treatment,15.286817790544736,2.5127085459810283,42.32495563269614,0.3838870023300887,0.7114031557086438,0.3984680393429642,B,0.07718815849892269,low,0.43415296790988134,0.195845118373553,minimal,0.5331709299015396
ENV_0065,zinc_scrap,thermal_treatment,15.353176949952159,5.488174898744332,87.74855290042869,0.17766163236411878,0.7936167100137191,0.2130042165453279,B,0.2438208956649458,low,0.3828966802595665,0.36422954084321113,moderate,0.46480478848384044
ENV_0066,aluminum_scrap,electrometallurgy,15.68412336615119,7.461562136329333,55.225172635231985,0.326080948978778,0.9700346326961479,0.44379883973212103,D,0.823815840542285,low,0.19712188153618762,0.5471670773630903,moderate,0.6206864617738456
ENV_0067,nickel_scrap,hydrometallurgy,1.2373742572191377,6.123523692547388,13.786240804603269,0.0582854083346553,0.9242783859951904,0.3876171578091294,B,0.7324450096519547,low,0.36839655885880856,0.8911523234052864,minimal,0.6175902385143524
ENV_0068,zinc_scrap,mechanical_recycling,5.2831658786848195,8.74853285835535,83.00201665515559,0.18400882728474002,0.6058533780783623,0.9285222546791154,A,0.022686679706151347,medium,0.5913842472375043,0.3756347677028319,moderate,0.4095418145499016
ENV_0069,nickel_scrap,hydrometallurgy,19.74443026708933,0.12876994766957953,19.793280635498327,0.2133123230024525,0.9180679804734022,0.8246434256304894,B,0.26102363853477706,medium,0.09934200209681512,0.28530330369264506,minimal,0.7886907085449866
ENV_0070,iron_ore_tailings,chemical_treatment,4.189925565559354,7.765829510144797,96.69178467627502,0.4037671584610527,0.7576873846463967,0.31327316728222465,A+,0.41739524814818385,medium,0.7262363760404419,0.4602941441980206,moderate,0.44046501317565684
ENV_0071,iron_ore_tailings,magnetic_separation,4.645672329018473,7.962866703883827,50.178732908059295,0.40473880509439497,0.5655257125409092,0.9314172121747458,C,0.041109584728644566,low,0.4841381466489127,0.7357982640758507,significant,0.42527707202643605
ENV_0072,iron_ore_tailings,hydrometallurgy,5.354042732062813,6.889722748999901,27.13545840196879,0.3930058507162137,0.7958010031569536,0.2873208599711098,A,0.8471120378270087,low,0.008227952035115482,0.1350921326532565,moderate,0.5589351980367127
ENV_0073,copper_scrap,chemical_treatment,9.557755606209618,8.03056887639392,26.677532463437707,0.1872603505602767,0.9310420565118437,0.494987833312085,B,0.7503627252886997,low,0.21296641554843349,0.8602877420470606,minimal,0.5874656623818925
ENV_0074,slag,direct_reuse,0.5990657418240266,1.5435006161462503,30.601381027030037,0.1093366569497404,0.7918781946881847,0.5249282703766218,A,0.06346617288212897,low,0.42729869713411434,0.8669262649232148,minimal,0.608937328573818
ENV_0075,nickel_scrap,electrometallurgy,9.268406981235346,4.801652878359637,32.18462426787858,0.10832289939607602,0.8806269734886083,0.6562604873868396,B,0.7674379713283895,low,0.21281360077790457,0.18889049659754698,moderate,0.7048781974388392
ENV_0076,dust_particles,magnetic_separation,1.295523665026881,3.002194083149564,64.12470225556744,0.22135501950373432,0.5901468501412352,0.22792059975471404,B,0.746934534002726,medium,0.23710845919133794,0.8047386692562911,moderate,0.5819492592993717
ENV_0077,dust_particles,chemical_treatment,16.267172973258806,4.4435645473616585,97.51508962210958,0.17858701270227487,0.7259501216849793,0.27759053171054393,B,0.05021736412692612,low,0.4567918379736197,0.5380217516358902,minimal,0.450039679252138
ENV_0078,steel_scrap,pyrometallurgy,19.793036942843038,9.77305895099862,66.36168188790185,0.3210859980852481,0.8308989131663312,0.5021265740417559,C,0.4268466256168454,medium,0.6748579166686772,0.16714867318079946,minimal,0.44187254535166104
ENV_0079,steel_scrap,electrometallurgy,8.475844200513054,1.9338120789738602,45.75942830836054,0.023004809296030312,0.910656607379587,0.6152817730145768,B,0.40413537391498944,high,0.5992691479349929,0.3952182421841144,moderate,0.7190660492305735
ENV_0080,steel_scrap,magnetic_separation,13.834867323510064,4.311345194608164,45.16302838906038,0.29050118046061074,0.8592065603709167,0.7243902587734835,A,0.5245701357430483,high,0.725178475772748,0.7255694919622141,moderate,0.6782136911763365
ENV_0081,aluminum_scrap,magnetic_separation,3.2501033910041466,4.9355222458641395,60.431440840648385,0.3769194901442242,0.6379857449848688,0.6288498057523118,A+,0.8722745658444438,low,0.6243737805375825,0.5022608120679084,moderate,0.6435549304388877
ENV_0082,iron_ore_tailings,mechanical_recycling,2.888417184019769,2.7098593352539133,24.25318355500797,0.17974679193829946,0.9431783600717429,0.5995529775352387,A+,0.14547743733764884,low,0.18809377967167384,0.8622960758790272,minimal,0.6506638109384829
ENV_0083,slag,thermal_treatment,17.550172624827177,8.91360936879218,77.56544330012973,0.4949466120752548,0.9014157097765088,0.8750378475705072,C,0.08317916451386875,low,0.3025248063923724,0.6722863865748245,moderate,0.4946598342860624
ENV_0084,copper_scrap,electrometallurgy,15.025894101746099,3.6743480140097917,96.37690155644732,0.11495339607750828,0.9334395829318491,0.6122736861032141,B,0.06450567130244755,high,0.13239864616159816,0.7433176201065258,significant,0.6051573059403933
ENV_0085,dust_particles,thermal_treatment,17.965861195657467,0.805048704534746,55.72155387622121,0.32758944823509223,0.6112556478016763,0.67539159641695,B,0.4566677738430015,high,0.7301109033258678,0.7403719729956935,minimal,0.6856371072564508
ENV_0086,copper_scrap,mechanical_recycling,7.203894986630203,3.5542978945692743,99.9400620252496,0.31141132836736124,0.8420835645246942,0.43926405703375565,B,0.22999145190767567,high,0.07266856438108497,0.1407963496594034,moderate,0.5798472343086163
ENV_0087,steel_scrap,biometallurgy,5.1385183744731515,0.9781335582198737,29.217209910022117,0.3595218904190023,0.7076419488126047,0.8887124928434049,B,0.18904950612706972,medium,0.32247257207681906,0.6788424799978602,minimal,0.6985009776912801
ENV_0088,zinc_scrap,hydrometallurgy,1.0727590524370418,4.32202199183156,13.863679692234136,0.04009017595334884,0.8401669496445252,0.5182497551943587,A+,0.60007553994025,medium,0.0429258015718669,0.4132982837010788,minimal,0.6460544841653325
ENV_0089,lead_scrap,direct_reuse,5.647941335433552,6.049037232782191,19.290693753760728,0.21536256732326778,0.5290004996806629,0.4255436042223933,B,0.43291847183892884,medium,0.07403032810744241,0.24604452192374274,minimal,0.4489214481329976
ENV_0090,slag,pyrometallurgy,6.716356079296903,8.672177686595786,26.079227606313168,0.2567779220321296,0.8309246682464081,0.25861975265360837,B,0.8648577948799315,low,0.43646609082185706,0.2889499169545583,moderate,0.5138075793827568
ENV_0091,zinc_scrap,thermal_treatment,15.308459334736844,7.642757385034959,78.12422270847505,0.44302250129406884,0.5998621504281354,0.3934294654733769,A,0.11808989230559408,medium,0.4924761904589053,0.15581757153544526,minimal,0.352979795133186
ENV_0092,aluminum_scrap,magnetic_separation,14.549516530631587,9.786975019358405,65.0620099436247,0.4938313132392087,0.6345951107219996,0.6385569514439142,B,0.24677368906809127,medium,0.2590211115157643,0.24786095538257227,moderate,0.37383541073824883
ENV_0093,dust_particles,biometallurgy,16.99489459973287,4.90095909273001,86.80802613854324,0.051279570336336115,0.638400613674111,0.29589807063294693,B,0.5062708717173195,low,0.32998079342454467,0.11684246222062473,minimal,0.5049251997903863
ENV_0094,slag,biometallurgy,17.383018632977365,9.348701141175528,34.625044089823035,0.07315594728425287,0.6802532119435684,0.8264795505916693,B,0.13921700185852237,low,0.570073054281952,0.42164209609010295,moderate,0.41675423983784304
ENV_0095,dust_particles,pyrometallurgy,17.584061597825194,8.961705648062837,17.44325274615843,0.24962731771632346,0.8973007458054667,0.7280410065025765,A,0.5074399718051222,low,0.5680040120025119,0.6847005895470295,minimal,0.5474352499612947
ENV_0096,lead_scrap,thermal_treatment,2.6957679225577214,9.692981593357322,88.53220414987825,0.4832887540729145,0.5148147476656725,0.661013943766412,B,0.3819719824661607,low,0.06869416689878331,0.6143520831609692,moderate,0.37225216174549663
ENV_0097,slag,hydrometallurgy,9.25751511788774,0.6259657661434777,53.413068783513054,0.11687330742781273,0.6930384756826806,0.22264400063985143,A,0.5684456385655523,low,0.025069778511604746,0.24799482387707394,minimal,0.6473504975615806
ENV_0098,slag,direct_reuse,4.871418159710597,0.45766493265320213,41.80424265005601,0.30704904094956637,0.5364462202320268,0.30087014053772565,B,0.6356076758538447,low,0.7836818144115973,0.7670878176489707,minimal,0.634499481368326
ENV_0099,steel_scrap,pyrometallurgy,17.08436901925862,4.844068869947052,63.61837336464366,0.23044099127502976,0.85105344772985,0.8133833795486045,A,0.43432781192518044,low,0.4260781757138705,0.8954210622405927,moderate,0.6595362065153004
ENV_0100,slag,mechanical_recycling,5.146104386115519,0.2644102439948176,91.40774153868902,0.16908188677218153,0.6111624144275193,0.9288547796009501,B,0.24122743833400273,high,0.3316775313585219,0.6280319060591076,minimal,0.7094328605954019
ENV_0101,zinc_scrap,electrometallurgy,19.910077459902446,7.604864894456829,97.8928309393955,0.24829171466494276,0.6199918289132329,0.5641034204625668,C,0.6485068320718403,low,0.5918385857216398,0.17602816120379172,significant,0.5003736523471465
ENV_0102,aluminum_scrap,magnetic_separation,6.732114065835711,2.103865531051322,35.752924051924005,0.10849819543417188,0.7769903786492535,0.38535918582177897,D,0.3979769351378062,low,0.1921087291809391,0.15462115789023292,minimal,0.6266483718551534
ENV_0103,zinc_scrap,pyrometallurgy,14.159619190084674,0.13421800772456938,81.31154817774,0.4102017776563239,0.8474968037980567,0.22066960621001583,A,0.15838114804916958,medium,0.0653151475236661,0.7385240974973436,moderate,0.6260326517595171
ENV_0104,zinc_scrap,biometallurgy,1.3704183239505892,0.5812195370887001,52.21878646372085,0.2977556948664112,0.7972463478577897,0.44729396534733146,A+,0.30346160819114865,low,0.3533346651367832,0.2019889113013024,moderate,0.6718884329523719
ENV_0105,iron_ore_tailings,chemical_treatment,4.263158873760476,9.604893528550205,89.54172622187347,0.11600370543190872,0.8030232789556381,0.7969555993710941,B,0.6669867825039586,low,0.6993618020914982,0.7980982056126383,moderate,0.5455486542051958
ENV_0106,iron_ore_tailings,mechanical_recycling,15.758911427271903,7.701021154048395,85.37013594271454,0.47561300581979793,0.743754579981648,0.2375244712007902,A,0.750574739404157,medium,0.14407611385785843,0.7381659175085535,moderate,0.489715581494032
ENV_0107,lead_scrap,biometallurgy,0.10983395463934192,3.4708465537453135,97.62393309642971,0.42104108412692126,0.5935136255165148,0.43764440786020364,C,0.3833108395748559,low,0.3981866650102262,0.6198848432570879,minimal,0.538119740529607
ENV_0108,copper_scrap,hydrometallurgy,7.337729264421058,5.176737007847749,72.34243452183651,0.4611279473599627,0.7031838222692839,0.7452729651875144,A,0.6650713653330249,low,0.3735183801097538,0.2604134650143675,minimal,0.6377219025494605
ENV_0109,copper_scrap,thermal_treatment,12.157851018771478,0.5327770313297273,63.01806614991399,0.34009215841125884,0.8573524597242507,0.29005080044728454,B,0.44376264674016863,low,0.1850218673161373,0.5805611872651183,moderate,0.687985116414874
ENV_0110,zinc_scrap,biometallurgy,1.3965640948762388,9.517264747876673,38.30484898074884,0.05602727781631551,0.8772304957265155,0.5312375489727676,A,0.05413432773248816,medium,0.39551886789358276,0.16391351977927668,significant,0.3947255816227056
ENV_0111,aluminum_scrap,electrometallurgy,18.640172403006837,3.8206166224270057,48.41101451440568,0.09446249857033895,0.9561075217184289,0.8130503257717537,B,0.5395745642952022,medium,0.7107017955104221,0.7288446520355781,minimal,0.7427387358561097
ENV_0112,steel_scrap,magnetic_separation,8.035214210071235,0.06456646439606652,76.67302600682176,0.48392854958677206,0.9408000132889682,0.5004260184460035,A+,0.5027503252935203,medium,0.26561089954942674,0.6197365389937393,minimal,0.7809382788027133
ENV_0113,lead_scrap,biometallurgy,9.881274883719117,9.552209631815664,82.03388139955821,0.2836375728358622,0.5622691498224653,0.874883833344016,A,0.9587002039844251,low,0.747789995506657,0.1888916707613972,moderate,0.5488312634579579
ENV_0114,zinc_scrap,mechanical_recycling,5.376592932705725,5.395473931149682,11.065343326911348,0.4024387198500916,0.8186455985933335,0.303241832408228,D,0.02493900736184307,low,0.5743135802285589,0.15571068351499218,minimal,0.44936562959752385
ENV_0115,iron_ore_tailings,hydrometallurgy,1.6802173216950111,8.488068017348288,80.4085701635515,0.1644676820960246,0.8270585850820061,0.4010842325481636,C,0.48892427703446883,low,0.7167127397650114,0.3921831373129221,minimal,0.47147723692067967
ENV_0116,slag,mechanical_recycling,14.233940871980156,9.218538835549497,3.15600759270181,0.4613337141579913,0.9887578388610616,0.6589254447018611,A,0.8116030948517903,low,0.6909072125527681,0.5700828694963289,minimal,0.6141768945025639
