project_id,input_material,output_product,input_quantity_kg,output_quantity_kg,success_rate,profit_margin,processing_time_days,environmental_impact_score,customer_satisfaction,project_status,project_date,investment_required,roi_percentage,risk_level,innovation_level,market_acceptance,scalability,efficiency_ratio,sustainability_score
PROJ_0016,aluminum_scrap,concrete_aggregate,1789.241408204671,1393.3984542458456,0.7177036443197443,-0.14397085878743696,15.494218868119647,0.8628761651625731,0.6536152879785724,completed,2020-01-16,9782.78201294901,-8.10816726804479,low,conventional,0.45271896282105756,high,0.7787649267764181,0.7565461457545243
PROJ_0017,lead_scrap,road_base,9621.898289165118,4707.595772349819,0.9096699176723558,0.4276026043962609,17.900501571429704,0.6970992188511557,0.5747282451397174,in_progress,2020-01-17,314117.49882739445,21.83225854265615,medium,conventional,0.8409988289838913,medium,0.48925852579951684,0.7241591363840842
PROJ_0018,iron_ore_tailings,cans,65.24471725556991,19650.655118239156,0.9603598169925013,0.10629567926293078,67.77264973338376,0.9256840896964489,0.431552720751869,cancelled,2020-01-18,46257.21262860895,4.434093608589949,low,conventional,0.4133128631865706,medium,301.1838497401349,0.7878473972018907
PROJ_0019,steel_scrap,paint_pigments,8185.708314510979,12827.33058931596,0.6583902745490073,0.16757826569839462,42.768724146887685,0.6773878123660042,0.8541289613106731,on_hold,2020-01-19,263474.9036191266,21.735282957213016,high,innovative,0.86705813787761,high,1.567039784031478,0.7247108957043058
PROJ_0020,copper_scrap,paint_pigments,28132.410859663887,1588.3317548869436,0.9746440208808109,0.46276478272441285,5.9094565362786495,0.5100216315497944,0.4622416008059418,completed,2020-01-20,57512.712755977525,29.07359284959673,low,improved,0.45110660281779447,medium,0.056459141124100595,0.6350743391259435
PROJ_0021,slag,ceramics,1323.813033901438,11971.050581696747,0.799482545276498,-0.08199362752468527,53.953223964183955,0.5317167766420464,0.4585972499632949,completed,2020-01-21,92395.22222911446,33.62189841510727,medium,improved,0.6585506793727292,high,9.042855958606635,0.5901106492287563
PROJ_0022,iron_ore_tailings,road_base,51.790888477063696,764.3497141856948,0.9813204640447055,0.38449205972884737,37.8191066306916,0.7822130028906743,0.875690627056967,completed,2020-01-22,1501.5755073022601,43.63340880768033,medium,conventional,0.8525019864278884,low,14.758381959873068,0.8699885284867714
PROJ_0023,dust_particles,cans,7089.058119183669,1913.3555768326644,0.8519079018582479,0.10522382212016798,76.83690998313922,0.5483590107905854,0.627781949044945,completed,2020-01-23,186964.6988784121,26.179206085764907,low,conventional,0.7156054940405242,medium,0.2699026506292763,0.663250559587192
PROJ_0024,copper_scrap,new_steel,17877.477497164164,3789.029900641456,0.9136164981339913,0.17151331822352325,4.140644445194809,0.571089887132339,0.7282957786673829,completed,2020-01-24,31438.297587869267,9.37202614137778,low,improved,0.4095598195327855,high,0.21194432498894183,0.7210096378933477
PROJ_0025,nickel_scrap,automotive_parts,11033.24646175012,27740.498150622643,0.62752954998043,-0.07250267913534543,1.4146304401213192,0.8558861205374197,0.5256893259935616,completed,2020-01-25,158118.82339780897,-7.52177797844769,medium,improved,0.6475346126871999,low,2.514264341578243,0.6883201110071653
PROJ_0026,slag,road_base,2355.186874984252,16663.624143031047,0.7106928136818109,-0.15467796459363967,58.813264517608104,0.5210508592660276,0.9197111797535865,completed,2020-01-26,122033.96621308285,19.6091514262347,high,improved,0.5359095641965127,low,7.075287451719715,0.6975415417370303
PROJ_0027,lead_scrap,construction_materials,3767.3178786665117,8550.11732845277,0.9347643316682956,-0.0430110793154924,69.35384211261942,0.8988886308360833,0.8684325468665044,on_hold,2020-01-27,101241.14626733273,2.3244100742451224,low,conventional,0.8883842747291857,medium,2.269550275242287,0.9005145158948733
PROJ_0028,lead_scrap,new_aluminum,1989.3440103526996,4281.394565324166,0.8838403539064424,0.13463424473496483,55.00712777748976,0.7854453122958404,0.6394616949619081,completed,2020-01-28,124568.54639561601,35.58464148052857,low,conventional,0.33762355456673865,high,2.1521640013207666,0.7711687395788414
PROJ_0029,dust_particles,concrete_aggregate,17829.26791407729,812.0693120526879,0.9690313494529247,0.18009423781656705,39.21974968377535,0.5079692946519119,0.740955909923792,completed,2020-01-29,131605.4949301405,34.58194949512871,high,improved,0.6302974996962852,high,0.04554698016577057,0.7161838956737797
PROJ_0030,copper_scrap,new_steel,8607.16124316042,842.3900695376452,0.673131636657979,0.2812013743103994,86.2570279746126,0.8517417437788154,0.7946977670504763,completed,2020-01-30,6249.087062221825,20.563063290296043,low,conventional,0.9711452930439265,medium,0.09787083635815938,0.7810455186240628
PROJ_0031,copper_scrap,new_aluminum,10867.130469610292,12099.763181956547,0.8801270207507973,0.4509657129620156,69.75935892704501,0.8287266660949477,0.5749013274750154,in_progress,2020-01-31,62618.855655959684,2.1886499813107174,medium,conventional,0.6550331519583619,medium,1.1134276169586155,0.7679991709057229
PROJ_0032,dust_particles,construction_materials,7082.830399240717,2583.193503880922,0.9766482551355758,0.2962172142012547,29.83654445361073,0.8758973724216056,0.8505611708596111,completed,2020-02-01,17921.001453017223,38.30122367195015,high,innovative,0.6353470956548927,low,0.36471203717624545,0.8985217767671982
PROJ_0033,lead_scrap,road_base,19779.27635975226,2475.8373132801785,0.6477002392991104,0.24741064145634692,4.119055125457665,0.7354369405738057,0.5441666266300692,in_progress,2020-02-02,112329.99717689113,26.461762836030605,low,improved,0.43916567189730976,medium,0.12517330099690202,0.6517348360082762
PROJ_0034,nickel_scrap,automotive_parts,16387.487774739544,7476.701855035243,0.8956441067154913,0.16321468911772438,44.81486802442413,0.5954154409873246,0.5435850027100696,completed,2020-02-03,15731.274635651233,31.233954351147595,high,innovative,0.722738114047111,high,0.45624454204385056,0.6699349092225981
PROJ_0035,slag,automotive_parts,10444.475727251784,2319.1482321292115,0.7230253476986989,0.16405163233762118,56.34921685476345,0.5052261804973381,0.8930040930853338,in_progress,2020-02-04,370236.5080629543,39.1595828602795,high,conventional,0.6059203636431301,high,0.2220454422693594,0.686899304434145
PROJ_0036,slag,construction_materials,21720.459244991303,8929.673219679538,0.6462044708214613,0.1781920492216954,13.763614785561574,0.9093966705225555,0.5269187530376402,completed,2020-02-05,82090.73360127704,-7.967737574799854,low,breakthrough,0.446391334066965,medium,0.4111180670242368,0.7156956353667526
PROJ_0037,iron_ore_tailings,ceramics,23212.535751492065,27067.23773658248,0.8318894435675608,0.4158354136184256,5.375566994087576,0.5639597436709367,0.701786642168351,completed,2020-02-06,247347.69222651343,34.59775457633157,high,breakthrough,0.621835560649084,low,1.1660612190911819,0.6856867231891483
PROJ_0038,iron_ore_tailings,ceramics,10968.437717626826,4739.692361422518,0.7053678998334538,0.4396874244248358,21.25967445118066,0.9451970060814942,0.7881148092383364,completed,2020-02-07,35951.15834831686,17.45742919558484,medium,conventional,0.349997415819856,low,0.4321210078811494,0.8261236151541348
PROJ_0039,zinc_scrap,new_aluminum,1545.451882932844,2091.1004328353856,0.6097626742603656,-0.000944634440814031,65.39623311519829,0.7450046552358822,0.8077539443929723,completed,2020-02-08,11495.76172921608,13.873870502773586,medium,improved,0.8257495269003837,low,1.3530673170277228,0.7232568476903543
PROJ_0040,dust_particles,construction_materials,8094.985093417101,7176.834307735971,0.6475450316576211,0.17132324334029078,75.23771445713014,0.9304884751276353,0.4011576111381893,in_progress,2020-02-09,202107.83474816635,16.607125794934337,medium,innovative,0.5743360148363933,high,0.8865778287315469,0.6868061828897973
PROJ_0041,slag,cans,18283.085252372584,7631.365578819001,0.9011400336792951,0.3475282663158416,55.23733361020018,0.8161949780811036,0.5512722953893159,completed,2020-02-10,29772.834350359462,3.0944014308081247,medium,conventional,0.8526192343075003,medium,0.4174003169311199,0.7622016899530246
PROJ_0042,copper_scrap,new_aluminum,6499.128839967137,30405.60856564288,0.7346938630957983,-0.12238209027475479,86.18191205985164,0.7485348826773988,0.5166939530650125,completed,2020-02-11,9754.833031769447,48.5144461962576,high,conventional,0.35464879892141876,medium,4.678412955696479,0.6748302979192028
PROJ_0043,copper_scrap,new_aluminum,13662.442169227897,965.8505968390572,0.8672280370122057,0.3418925860252423,61.53835420273143,0.8584497679200639,0.8890016827561035,on_hold,2020-02-12,217209.76198758648,-9.825844237165843,high,innovative,0.7229775621205278,medium,0.07069384703522885,0.8702488230985184
PROJ_0044,iron_ore_tailings,new_aluminum,21386.43100692861,1249.6009640152224,0.9586399126515157,0.3410393899991329,18.25267879711124,0.82858300277327,0.8577304699711186,completed,2020-02-13,147553.2487221731,0.8034810246191593,medium,conventional,0.6583442229862589,high,0.058429616592426584,0.8763443158960983
PROJ_0045,dust_particles,ceramics,4454.699266221384,5341.8365464495355,0.8695919755833235,-0.056351243639560754,46.072540726566665,0.7199217959747376,0.7235052539058321,completed,2020-02-14,49865.34321574628,15.551128480527435,high,innovative,0.33324888749844,high,1.1991463906340525,0.7658978872366418
PROJ_0046,steel_scrap,electrical_wire,830.1942931944848,1529.596152877289,0.665858033907052,-0.10269008533247118,80.82545717211882,0.7534086097370636,0.679684954376271,completed,2020-02-15,20882.800803542956,12.134998879745098,low,improved,0.5573627061748064,high,1.8424556340800566,0.7050263403798224
PROJ_0047,aluminum_scrap,concrete_aggregate,11216.647717562439,28942.77730690061,0.7769867855543128,0.45212852977033097,41.522452492661806,0.807946162805616,0.78726703177832,completed,2020-02-16,67792.55081039775,16.177702187774848,low,improved,0.8419601111282444,high,2.5803411175679103,0.7924546103220363
PROJ_0048,lead_scrap,cans,3937.871020158648,1984.3770567901654,0.9253349489521823,0.12563866465252105,24.63744785817975,0.7053185848652392,0.47724127747987755,completed,2020-02-17,120152.70174563865,-2.7318380328500758,low,improved,0.7084419093055382,medium,0.50392129316369,0.7029003018757136
PROJ_0049,zinc_scrap,new_steel,8588.653494293902,9604.619505882169,0.6597723922099148,0.08701209141442724,74.68140431955759,0.7669513174334762,0.8618889985733775,completed,2020-02-18,39817.66689049488,34.36574763826242,low,innovative,0.6788394771665718,medium,1.1182916521505089,0.7632789442083783
PROJ_0050,dust_particles,concrete_aggregate,9603.028026376593,27796.82706831755,0.940136617196988,0.4843932597031306,32.76250037112249,0.6080755821921383,0.9147535948412409,completed,2020-02-19,2419.136236791097,18.987903593264775,low,conventional,0.5471523101482736,high,2.8945898097941747,0.799697296488324
PROJ_0051,dust_particles,automotive_parts,8265.207166822713,6439.052586163666,0.9336108502401168,-0.06692851417981262,43.19583882338011,0.5581383024330309,0.7493943800356352,completed,2020-02-20,166093.0731615917,32.03469967784768,low,conventional,0.6574705041364681,high,0.7790551956169477,0.7281568900559379
PROJ_0052,steel_scrap,construction_materials,3161.9314291329447,2717.962541308949,0.945920724760563,0.056002630127646516,48.644410886869466,0.561155572435619,0.8208625895249989,completed,2020-02-21,33541.82876954291,14.203762754552471,low,conventional,0.8713961800554118,medium,0.8595893371584786,0.7544972232599162
PROJ_0053,iron_ore_tailings,road_base,25048.270748960076,11148.163695740514,0.6896429283859016,-0.17913843710039876,68.5164524629229,0.9665595722523319,0.8669825317269648,in_progress,2020-02-22,331638.4817549777,15.683457780277868,low,improved,0.7872009020423226,medium,0.4450671987487739,0.8536114669347927
PROJ_0054,dust_particles,cement_additive,15654.64373339084,14524.20166479022,0.9235841109514903,0.06021757817491617,56.01863545967013,0.5679356681466917,0.7480862144482086,completed,2020-02-23,90492.69959920573,44.57927415350259,low,conventional,0.8395726789294251,high,0.9277887067982631,0.7286753648785863
PROJ_0055,lead_scrap,automotive_parts,8272.949242642744,12372.153744992662,0.6901888293335154,0.1744837250115971,57.23422066085856,0.8946747751320335,0.4032404653158401,completed,2020-02-24,332067.0847076021,48.455901755011325,low,improved,0.548851584067871,high,1.4954949416612704,0.6858986984476201
PROJ_0056,nickel_scrap,concrete_aggregate,28919.79857761742,31614.597365309637,0.8113462942190773,0.2672696389434404,33.47040890342567,0.6746586151805087,0.6398688835910845,completed,2020-02-25,77647.46892919434,15.838062828061119,medium,conventional,0.9098571999402615,medium,1.093181796562645,0.705227999415252
PROJ_0057,lead_scrap,construction_materials,15377.42547338841,8568.727395453006,0.8584998027710107,0.19955796510039936,65.92442663228773,0.5074770368644695,0.9546118977804536,completed,2020-02-26,347148.2126468635,10.70359060053405,low,conventional,0.708462347591838,low,0.5572276978536961,0.7469243249112271
PROJ_0058,zinc_scrap,new_aluminum,6914.494539020122,5068.684816748569,0.8749879003704351,0.09895577775158595,5.814219938302507,0.6976859052443042,0.7811861254603598,completed,2020-02-27,298848.2599377816,28.60273120817086,low,conventional,0.3172064887076766,medium,0.7330521107717688,0.7759265698469602
PROJ_0059,slag,new_steel,27325.339700021555,7218.725013271235,0.707026438832969,0.07434680731903094,82.43003296915843,0.6285893567434757,0.46133052154934984,completed,2020-02-28,56675.79552467261,1.9793782398226223,medium,conventional,0.5906827722583101,low,0.26417695415751924,0.6019428308120859
PROJ_0060,zinc_scrap,cans,5897.039360077737,8645.115892061556,0.937848004216061,0.37572349287458034,73.70431407231946,0.7685310373071293,0.6326037793917655,completed,2020-02-29,51408.7321731596,21.174290679865344,low,improved,0.8318840126024055,high,1.4660095285420638,0.7785479500051997
PROJ_0061,dust_particles,road_base,12429.913907909042,13958.042558154733,0.9410444840385784,-0.03233309772119457,21.769224856769043,0.8535158047832518,0.7246535060312888,completed,2020-03-01,323251.46658020356,16.964619766938544,medium,conventional,0.8526722360506906,medium,1.1229396005127081,0.841115718934261
PROJ_0062,lead_scrap,rebar,3104.099473624372,8917.614787911216,0.6232402721425125,-0.12462984935727445,10.1982494983127,0.9528729340358072,0.8991045917378608,completed,2020-03-02,92371.21993304158,29.204878725774197,high,improved,0.9959754428247125,medium,2.872850842469599,0.8378526327784349
PROJ_0063,zinc_scrap,cans,9400.733890818678,10041.536970005915,0.6296520895480058,0.1610292205487564,9.58810136969339,0.8311130024528282,0.7165618437826794,completed,2020-03-03,30197.113754236405,17.188243383513786,low,conventional,0.49038219098963187,low,1.0681652184424755,0.7363093809803368
PROJ_0064,iron_ore_tailings,construction_materials,5352.109045886437,1555.9644557083204,0.7049406689244806,0.38166778103768934,56.739305928519535,0.5440180142193752,0.5766402376574248,completed,2020-03-04,250100.488219382,-9.784397973286156,low,conventional,0.9877524062807256,medium,0.29071987180534276,0.6020814776623218
PROJ_0065,dust_particles,road_base,12907.036781719344,4429.224155716357,0.8659333294571125,-0.1590480628906106,44.179475417999676,0.5591933301537849,0.7112222787942305,completed,2020-03-05,317449.6096653146,26.928731875853703,medium,conventional,0.41116432193194535,medium,0.3431635185226722,0.6968240145369169
PROJ_0066,dust_particles,automotive_parts,4973.133435871978,11358.520310847985,0.8737743208917548,0.4326138816378423,13.085913212870462,0.8723601781786794,0.8265872103091804,completed,2020-03-06,533813.1681876769,-6.18651070484618,medium,conventional,0.6236385083117166,medium,2.2839765828355274,0.8590525306317522
PROJ_0067,lead_scrap,rebar,24308.296998196245,833.1044828984456,0.9490738095170121,-0.04369949649800875,72.10201627465698,0.8131751789168392,0.7586195125323552,completed,2020-03-07,117881.6736463377,44.65318451925105,low,conventional,0.4662393209834095,high,0.03427243311040114,0.8375780681815458
PROJ_0068,iron_ore_tailings,rebar,20214.751983483922,5965.358070799746,0.6019565177402156,0.08125339868499969,44.449477867937766,0.8297736887683849,0.9717630543473423,in_progress,2020-03-08,1063.8258307577946,22.54253284682078,medium,improved,0.9694959042954666,medium,0.29509924611855876,0.8040253471336214
PROJ_0069,aluminum_scrap,new_aluminum,715.2409130187035,2939.862699845137,0.8548089154416615,0.1376309393454011,86.09087671075272,0.8113020843379725,0.4138982119901705,in_progress,2020-03-09,40597.156555217814,38.489007435506295,medium,conventional,0.6020359002916933,high,4.110311150179212,0.7051329719647386
PROJ_0070,slag,new_aluminum,8836.888810396864,5361.298034604055,0.6685903919225201,0.24557519014392196,64.12017618496908,0.9059761997524769,0.43516504694318947,completed,2020-03-10,74442.05381226697,38.70189626896935,medium,improved,0.7726805328767943,medium,0.6066952011771753,0.6935171115607037
PROJ_0071,slag,cement_additive,3396.6411057636774,6957.969637157331,0.7352428774916389,0.4339190351070634,78.33279953578264,0.9772634562458302,0.8401704235608816,completed,2020-03-11,322512.40972004965,1.5659428318681834,low,improved,0.39753250361522774,medium,2.048485377318941,0.8635293728140883
PROJ_0072,steel_scrap,electrical_wire,12582.601982782142,15745.925943717264,0.9702693764501426,0.20289022737464976,63.950971192373444,0.7196789962875816,0.5134949639172306,completed,2020-03-12,52983.394865482114,37.10061156528179,medium,innovative,0.6725876608453922,medium,1.2514045954297666,0.7330009006252445
PROJ_0073,zinc_scrap,concrete_aggregate,552.981869475559,8281.919949633295,0.8580707029520822,-0.18228321311597653,21.799831498996365,0.5829971032204745,0.6135719798732234,cancelled,2020-03-13,254552.2099338827,16.170118747115623,medium,improved,0.5923353879302422,low,14.976838133025522,0.6746916461357815
PROJ_0074,lead_scrap,construction_materials,22770.69593934614,9142.270202582378,0.864517419441437,0.20809177891685404,13.45206476153828,0.6255242770530599,0.6328959960551618,completed,2020-03-14,48056.351346769385,33.7651850674795,low,breakthrough,0.5144730660467404,medium,0.40149278822810097,0.6994337354702035
PROJ_0075,lead_scrap,road_base,9151.369802113619,7897.862805711057,0.854619734079115,0.17642831221945962,45.84503804434399,0.8283930988694992,0.5613545647977708,completed,2020-03-15,10431.460512477865,30.53677167381378,medium,improved,0.4844182517482363,high,0.8630252056787118,0.7561495292108653
PROJ_0076,iron_ore_tailings,paint_pigments,6885.678758582391,9800.300738207397,0.6899630611168245,-0.19308862606943478,28.80524268013117,0.5146940593424306,0.9938711432232227,in_progress,2020-03-16,32895.389622451665,21.54028471642251,low,improved,0.8458228887695954,medium,1.4232875337078696,0.7110278850389864
PROJ_0077,slag,new_steel,8613.81197106632,5053.596511968278,0.6249547317755096,0.2549041955698449,52.360186547319024,0.7648634927470828,0.4716257474800599,completed,2020-03-17,186804.27408822632,30.93688281615215,low,conventional,0.6024025215083645,low,0.5866852595509678,0.634919540875504
PROJ_0078,aluminum_scrap,paint_pigments,2074.3549997023983,2088.977380771789,0.8941604917376075,0.3074387768899659,56.39874940633665,0.5802235629171377,0.9023206443550739,completed,2020-03-18,333445.05216978426,37.73037181013164,medium,conventional,0.8655062811792268,medium,1.0070491218096653,0.7710337659946596
PROJ_0079,lead_scrap,concrete_aggregate,2532.0480848626685,5512.121286436104,0.9453833109492409,0.18830636059646333,45.59713672565877,0.7222628431628232,0.7016084796384897,completed,2020-03-19,202001.6133791758,-3.174736884806786,low,improved,0.6952195026483033,high,2.1769417885028304,0.7830026744414484
PROJ_0080,slag,road_base,263.8463252132873,38374.56056690575,0.659457033535998,0.22949456596785248,21.041292936883025,0.5575563533842998,0.49744976947181335,completed,2020-03-20,437561.0313220774,19.650494861959714,high,innovative,0.9360265764075473,high,145.44284645952388,0.5700945822560632
PROJ_0081,aluminum_scrap,road_base,40.93038500148538,2630.9627853421034,0.8241163567076093,0.13003089331667672,67.67704022563224,0.7784027167851189,0.621232232737387,in_progress,2020-03-21,176734.9243094171,4.324471959355538,medium,conventional,0.9779307234793437,medium,64.27896500965298,0.7449656635475463
PROJ_0082,zinc_scrap,cement_additive,30620.88644096327,33753.29689468563,0.8328418123812155,0.27602604593224406,32.12914836571611,0.8282151819079305,0.7537665814706644,completed,2020-03-22,78510.78280236502,40.57199979021226,low,conventional,0.8612330717335013,medium,1.102296530825834,0.8072685909187362
PROJ_0083,aluminum_scrap,rebar,5352.676338736165,9461.41332524946,0.6043121885775086,0.009073613502920406,72.46783866662865,0.8995008440212325,0.9185059551153723,completed,2020-03-23,158526.82761228582,30.083398013296858,high,improved,0.6248110138622007,medium,1.7676042275859742,0.8166457807163573
PROJ_0084,aluminum_scrap,cement_additive,2486.6219471172226,7119.3954615511875,0.9019416906605189,0.4784850425001121,37.3455854359266,0.9210646602952315,0.8588890037692003,completed,2020-03-24,21862.675274981484,15.36220232099138,medium,innovative,0.7411727079657302,low,2.8630791543542866,0.8966750724470083
PROJ_0085,dust_particles,construction_materials,7464.357051981108,7278.69488221102,0.7050740969282155,0.26647943909014016,21.752997817445706,0.940279027728507,0.6490383415416956,completed,2020-03-25,88471.79259946996,13.22818602473726,medium,conventional,0.8043942964964239,low,0.9751268369831247,0.7823453426323762
PROJ_0086,aluminum_scrap,electrical_wire,11389.977186156735,7649.7799792607375,0.6447157456624737,0.4674614147487502,39.95282485898147,0.5349922850840508,0.7326326730935248,completed,2020-03-26,13318.845734168583,46.80277646178797,high,breakthrough,0.6715725567083568,medium,0.671623819278427,0.6272014396604199
PROJ_0087,steel_scrap,rebar,23760.203028241376,24325.68699636452,0.9022498353168348,0.17395509943842732,42.828898840371885,0.9297108920111292,0.5172628529046313,on_hold,2020-03-27,68687.23471562972,23.206408561128487,medium,conventional,0.8726049350446633,medium,1.0237996269413612,0.7977381632708915
PROJ_0088,iron_ore_tailings,rebar,1743.6087798428005,7026.352964069934,0.830975635586432,-0.12345247404184984,49.35607475107431,0.5017906498781269,0.4246904482208329,completed,2020-03-28,148598.86670382784,30.676490015170057,high,improved,0.44439082537083,medium,4.029776085839286,0.5774160850934302
PROJ_0089,iron_ore_tailings,ceramics,5075.862703030033,3127.835897662743,0.824763685965759,0.23576840056870935,73.90495653312303,0.5548165854610905,0.971868902514656,cancelled,2020-03-29,299928.70427010284,4.5562590031846355,medium,conventional,0.7585050283049489,high,0.6162175930794155,0.7609164107285606
PROJ_0090,zinc_scrap,automotive_parts,7717.81521246715,14337.271430930245,0.8424803246831883,0.11156329669900324,83.02897280185567,0.7446526358604626,0.6715526018961329,cancelled,2020-03-30,64208.27534771868,18.99733081432909,medium,conventional,0.9057382431150387,medium,1.8576852433276978,0.7520709323179813
PROJ_0091,nickel_scrap,paint_pigments,19750.26842818132,27624.86783712219,0.7403389856647206,0.20123833137100225,58.38229934303527,0.9329841146602795,0.9708980590320923,completed,2020-03-31,96107.3594975257,11.017768491134545,low,conventional,0.801347320079379,medium,1.3987084751569623,0.8865647592731557
PROJ_0092,aluminum_scrap,construction_materials,10657.08600719061,4687.025279973495,0.7166611373647198,0.3702699920684004,58.22159591460285,0.8827295630300543,0.6702561999337717,completed,2020-04-01,108611.60506366892,40.21569221129512,low,conventional,0.5710701518864898,medium,0.43980364583818116,0.7691670264015692
PROJ_0093,steel_scrap,rebar,4206.367810152723,5785.621925624699,0.7855499080399657,0.05399248369311657,15.713255412690007,0.7909598607414058,0.5261949425256153,completed,2020-04-02,19609.9813726125,26.01228803213265,high,improved,0.5960112831695973,high,1.3754436575090272,0.7099073994662366
PROJ_0094,iron_ore_tailings,road_base,6713.309419634108,8017.190681143773,0.9700383631696108,0.1917083114940017,9.82662168861547,0.8649426738925041,0.5499626935262408,in_progress,2020-04-03,65750.52819936431,17.008187561083613,low,conventional,0.5932808490766838,high,1.194223322657565,0.8019773865657571
PROJ_0095,iron_ore_tailings,paint_pigments,2374.4227383974458,34.65921382714133,0.7744860444181602,0.4937131308385974,38.17208916878294,0.813825814687028,0.9944833259475103,on_hold,2020-04-04,427402.47570187517,40.51765053237024,medium,conventional,0.9159487239773793,low,0.014596901076904973,0.8562211369845123
PROJ_0096,lead_scrap,new_aluminum,39444.951524615804,8386.016342006818,0.8344824900715151,-0.017640560400171413,88.21065805095034,0.514911696278274,0.4033493517929722,on_hold,2020-04-05,47989.68756024747,42.28737707191685,low,innovative,0.7297504803669104,low,0.21260049810869933,0.5773142310706558
