product_id,product_type,market_demand_trend,price_per_kg,demand_volume_kg,seasonality,geographic_region,quality_requirements,certification_required,market_maturity,competition_level,price_volatility,growth_rate,market_size_kg,customer_segments,market_opportunity,competitive_advantage
PROD_0011,foil,stable,20.56680689607183,88080.69609823404,medium,North_America,low,True,mature,medium,0.29099938534386005,0.09583355212646656,1576281.2857766105,B2B,173606.1853616013,0.5806725989126589
PROD_0012,medical_devices,stable,97.09268082453846,36217.48915702663,low,Asia_Pacific,low,True,mature,high,0.07100544452933247,0.009910988410193555,80866.08105786954,B2C,34851.526067648665,0.3024887025189393
PROD_0013,plumbing,decreasing,95.1188215537699,50381.15957340836,low,North_America,high,True,emerging,medium,0.09534634735321125,-0.04852690511182374,866132.213529037,B2B,-232550.46614949315,0.5404023320486642
PROD_0014,filters,increasing,13.24052174378808,29519.01996252429,medium,South_America,high,False,growing,medium,0.47843095036333305,0.22668484049248383,72849.85678573056,B2B,88599.14100773368,0.787893735711999
PROD_0015,solar_panels,stable,87.32897877662599,138883.30422020025,high,Europe,low,False,declining,medium,0.18999796717787068,0.11985473577882058,3318484.910879549,B2B,1453662.6127010752,0.7825401409091849
PROD_0016,jewelry,stable,14.003067567408902,29671.386111608277,medium,Africa,medium,False,emerging,medium,0.11216559634456227,0.25477995433611733,901264.208901961,Government,105858.63139127515,0.6465597105631723
PROD_0017,automotive_parts,stable,57.37740755771684,126566.09141433428,low,South_America,medium,True,mature,medium,0.089312156381746,0.20943545419987708,373585.2225859618,B2C,1520927.4332005335,0.3483416136198199
PROD_0018,road_construction,decreasing,60.438725877153765,236738.7887068301,medium,Europe,medium,False,growing,low,0.05369879674579184,0.06914718725060434,74311.41249229446,B2B,989371.1453631372,0.7483346487590758
PROD_0019,solar_panels,stable,9.983422050053665,21073.59810409057,medium,North_America,high,False,growing,medium,0.38105523016670617,0.1842462037907936,56456.04420327514,Government,38762.93679784554,0.6723725575845649
PROD_0020,paint_pigments,stable,89.82007423219599,53384.385448060755,medium,Africa,high,False,emerging,high,0.24075198156259656,0.20019836334793029,2052955.2932587438,B2C,959949.042920323,0.47853202433263936
PROD_0021,electrical_wire,increasing,55.222307527932294,17336.134022076596,low,Africa,high,False,growing,high,0.4377882349423599,-0.09454814519299792,1130278.491725141,Government,-90514.84653036117,0.5843493472819903
PROD_0022,new_aluminum,stable,7.81528141577093,29039.681882237695,high,Middle_East,medium,True,declining,high,0.47985251482253816,-0.012001811377296258,155014.1667078517,Mixed,-2723.8505316396395,0.5793520030979846
PROD_0023,batteries,stable,61.059613141100954,95394.20460562481,low,Middle_East,medium,True,mature,high,0.2745667432402505,0.13491805700233914,451218.1983025486,B2B,785861.6898301658,0.6055880002799231
PROD_0024,foil,decreasing,2.2162849951110557,15798.770709187116,low,Asia_Pacific,low,True,mature,medium,0.40257225683978104,0.026083367066101593,56230.80469727612,Government,913.2981027405831,0.46360134591979923
PROD_0025,rebar,decreasing,73.48228163748286,106764.50407626046,high,Middle_East,high,True,mature,medium,0.1653534454248685,0.2245855702801961,290857.9800012387,B2B,1761941.030204568,0.7536914422963007
PROD_0026,automotive_parts,increasing,35.36121215516843,11051.550140579311,medium,Europe,medium,False,growing,medium,0.2937728912767825,-0.0859146205006721,684855.2305566408,B2B,-33575.10800346985,0.45193618370732097
PROD_0027,road_construction,stable,17.819256888124965,62940.26348777044,medium,Oceania,medium,False,declining,medium,0.3382687386471215,0.23045230740260936,614848.3194329417,B2B,258463.49123993062,0.6817417779804622
PROD_0028,cans,decreasing,88.31163737882649,17847.74609407977,low,Africa,medium,True,mature,high,0.16985503467826155,0.16711525867040025,1791722.2867199113,Mixed,263401.00127220206,0.44062925960649874
PROD_0029,automotive_parts,stable,34.89173098567237,44533.290856952626,medium,Africa,low,False,growing,medium,0.39172848761639717,-0.09709107530700489,672259.4769987533,B2B,-150864.3464186032,0.5033088283698461
PROD_0030,new_steel,increasing,19.217426119450096,899.0522439346197,low,Asia_Pacific,medium,True,growing,medium,0.2477892623229613,0.05996010153417917,1027369.8970164526,B2C,1035.9588599710914,0.6703488515378315
PROD_0031,plumbing,stable,6.1655503941313,10299.718947737281,high,North_America,medium,False,mature,medium,0.4110955951700836,0.18514141003851792,109588.3071981098,B2C,11757.115723629255,0.6504035946095973
PROD_0032,wind_turbines,decreasing,24.52769240855735,9662.049851507998,medium,Asia_Pacific,high,False,mature,low,0.088513518727136,0.0902626335489448,1112201.9578952778,Government,21391.14175495645,0.8072236878181424
PROD_0033,cement,increasing,93.82153533871264,15351.750453698742,high,Middle_East,medium,True,mature,medium,0.425919176254009,0.2836696927651456,271633.16042030614,B2B,408576.4928463721,0.6516234592074723
PROD_0034,cement_additive,decreasing,26.85310328907746,132914.95524259016,high,North_America,medium,True,emerging,low,0.2918766750267839,-0.0243329112006216,803394.7043192273,B2C,-86848.51619639547,0.7074839317710031
PROD_0035,filters,decreasing,29.739227684269846,19398.845185819726,medium,Oceania,medium,True,growing,high,0.4022632013189266,0.14506979017296814,1358944.032936478,Mixed,83691.73011653473,0.7302623646383029
PROD_0036,batteries,stable,45.45103886666921,16580.941324047842,low,Middle_East,high,True,mature,high,0.2567132750863695,0.09554606607212057,362616.24857724714,Government,72005.52267771449,0.7330126225168061
PROD_0037,road_base,stable,9.686567933277543,15221.223533856684,medium,Africa,high,True,growing,medium,0.3177745859600294,0.17657394746517574,258750.46813700092,B2B,26034.31280559541,0.4008175804703929
PROD_0038,cement_additive,decreasing,91.69148454971895,21484.562339963264,medium,Oceania,high,True,declining,low,0.07896764376404594,0.1863134961803804,151100.0223247982,B2B,367028.53559291665,0.8640611507579957
PROD_0039,road_construction,increasing,26.12868768665008,5073.871849654514,high,Asia_Pacific,medium,True,growing,medium,0.18778640065232535,-0.04149015301263277,1550631.556147478,B2B,-5500.4994855592295,0.4784826041622159
PROD_0040,paint_pigments,stable,76.0840528467848,101644.01764085038,medium,North_America,high,True,mature,high,0.35723301540497904,0.05577530726057343,33540.80662973181,Government,431337.7145597887,0.754456230366154
PROD_0041,new_aluminum,stable,13.573426576631096,34601.50685752462,high,South_America,high,True,emerging,high,0.4284185192039619,0.2656395008802725,67742.63165300434,B2C,124760.51701552005,0.7549543735803337
PROD_0042,jewelry,decreasing,79.10040968844145,7679.002776715664,medium,Africa,medium,True,growing,high,0.1086354684105349,0.049479231645346115,401715.11335426255,Mixed,30054.29219567211,0.4112284739657009
PROD_0043,cement_additive,stable,49.79386147343268,154333.6562263582,medium,Oceania,high,True,mature,medium,0.19743286933343032,0.11376269252841174,969161.2596447812,Government,874251.3549054917,0.7901406981015449
PROD_0044,solar_panels,decreasing,46.01903798197339,11818.140332849702,medium,Europe,low,True,growing,high,0.2865076302159559,0.12090049915076984,146012.6288092584,B2C,65752.87883427515,0.4471634739667285
PROD_0045,automotive_parts,stable,42.74071091788386,7199.802259307221,medium,Asia_Pacific,high,True,mature,high,0.1526926701396979,-0.07566440988975748,324322.75161303557,B2C,-23283.805339420986,0.3876544558695848
PROD_0046,electronics,decreasing,18.59962562757728,22697.57048226275,medium,Oceania,medium,True,growing,high,0.12745171146052087,0.14793055579162884,483342.0122882252,B2B,62451.297411143394,0.5677038899801035
PROD_0047,filters,stable,23.57712750410449,3534.1363745062504,medium,Oceania,medium,True,mature,medium,0.11267798597639812,0.2045916686711915,1053040.0801804254,B2B,17047.55658357845,0.3827196300257405
PROD_0048,batteries,stable,24.161520584249278,6157.081043769605,medium,South_America,high,False,mature,medium,0.11595295799184077,0.2544533861769173,648594.4214124985,B2B,37853.615596878495,0.535120714887609
PROD_0049,aerospace_components,stable,80.2584938708497,13494.85014608435,medium,South_America,medium,True,mature,medium,0.20094592760469376,0.2686923972155901,82001.53910042364,Government,291014.3802411073,0.6492508681985238
PROD_0050,solar_panels,increasing,74.83784914549794,89935.13262108919,high,Europe,medium,False,growing,medium,0.19284608001920728,0.1820108634424809,948798.1825748617,Government,1225033.560575191,0.6628277427862809
PROD_0051,road_construction,increasing,4.20018262065239,46754.22486256934,low,Africa,medium,False,declining,medium,0.44073880698064954,0.15677866392810655,641832.1425435725,Government,30787.61123041647,0.6531830382496246
PROD_0052,new_aluminum,stable,70.1289258941976,10893.654741456721,high,Asia_Pacific,medium,False,mature,medium,0.09547918718356888,-0.03411073722015732,176952.38910077122,B2B,-26059.24924734605,0.5477554533053393
PROD_0053,electrical_wire,stable,97.60421931142744,19008.082778107873,medium,North_America,medium,True,mature,medium,0.4950020988506356,-0.02903847903342185,871618.6391947009,B2B,-53874.19228570419,0.7101876169042977
PROD_0054,foil,increasing,2.7815412463117477,15719.980178387683,high,North_America,low,False,mature,medium,0.19794694044642525,0.016228565507325456,3831019.544251407,B2C,709.606575665988,0.7497456872367749
PROD_0055,batteries,stable,76.24142488604714,24489.088494608644,medium,Oceania,medium,True,growing,low,0.4050617911393921,0.13936322170187807,2358005.83400973,B2B,260202.7022027028,0.9229197809245042
PROD_0056,concrete_aggregate,decreasing,43.04165412210442,68063.79750006065,low,Africa,medium,False,growing,medium,0.2740043074789656,0.024989316903453053,1732567.4054878394,B2B,73208.16378665209,0.3854495143266718
PROD_0057,batteries,decreasing,39.70319921918945,93284.8155534319,medium,South_America,high,True,growing,medium,0.10684399851666924,0.08778850905023315,1454577.5365344193,B2B,325142.7939934121,0.3091402942208985
PROD_0058,medical_devices,stable,46.03151817934352,21636.354596598747,low,Africa,medium,False,growing,high,0.3826382169525133,-0.01292854496445841,432663.9642121541,Government,-12876.239302996917,0.590240419275623
PROD_0059,electronics,increasing,47.93346011853585,57500.82672064466,low,Africa,high,True,declining,low,0.05056159193431495,-0.045504114153179835,655465.4191072315,B2B,-125419.05757493975,0.9965386540435254
PROD_0060,filters,stable,33.477068204965306,16370.11595485526,medium,Middle_East,medium,True,mature,medium,0.08432599179778665,0.24523071175092914,175039.63199067014,Government,134392.19010279677,0.6180430824629507
PROD_0061,electrical_wire,increasing,49.025366298104295,50977.156204307736,high,Oceania,high,True,mature,high,0.2796059241429068,0.2026842766724818,2063069.7390821516,Government,506543.2249634168,0.320310598763229
PROD_0062,electronics,stable,34.07119585136621,22578.870058897628,high,Middle_East,low,True,mature,low,0.2040865068414632,0.015317351436128846,1119621.0729817979,Government,11783.471560103098,0.9509524292097105
PROD_0063,filters,increasing,3.7048780966405572,94944.1827902855,high,Oceania,medium,False,mature,high,0.2964538519936591,-0.08042477922837238,13247.335794047985,B2B,-28289.948764840898,0.6739442602792232
PROD_0064,concrete_aggregate,increasing,83.90999645768993,67990.35559273792,low,Middle_East,medium,True,growing,high,0.2275362547731814,0.10009828752336047,909743.6615585388,B2C,571067.7869441133,0.3840571958125463
PROD_0065,cement_additive,increasing,5.288187805134895,581.9360547446424,low,North_America,medium,True,growing,medium,0.24039443961081922,0.2638942046814829,1391956.8540916743,Government,812.1046339366674,0.6775555158351803
PROD_0066,road_construction,increasing,28.568767578062833,3094.270154863668,low,South_America,medium,True,growing,high,0.11760606198664908,-0.08613175390589208,1610021.889581619,Mixed,-7614.002676922678,0.3285990204811031
PROD_0067,cans,stable,33.10114098759538,25912.714618840455,low,South_America,low,True,mature,medium,0.15976143584165273,0.12062125548590329,2040035.7087600646,B2B,103461.7263377345,0.7632015783154555
PROD_0068,road_base,stable,40.33234089628746,435.1807423512677,low,South_America,low,True,emerging,medium,0.31728491582513463,-0.007413336226378142,721123.97906243,B2B,-130.11782513721835,0.6904848325036128
PROD_0069,new_steel,increasing,6.329772849262611,44527.22182221908,high,Oceania,high,True,mature,high,0.28246690432679,0.24216484837039154,21079.433331951255,B2B,68253.48438947409,0.7665630267415133
PROD_0070,new_aluminum,stable,88.3051299479895,9791.947444657513,medium,North_America,medium,False,mature,medium,0.36681341791071337,0.291820104458131,447473.1876587974,Mixed,252330.77199924897,0.7891761356661748
PROD_0071,road_construction,decreasing,71.8514916771124,172927.82707091328,medium,Asia_Pacific,high,False,emerging,high,0.46734668891261977,0.03228770141264903,1645150.6219859421,B2C,401178.63972682593,0.7372097671465224
PROD_0072,road_construction,increasing,9.956995590061837,68863.07339371285,medium,Europe,high,True,mature,medium,0.40947351896321715,-0.05439200207420006,105084.38823061928,Government,-37294.92697227265,0.39150929816479857
PROD_0073,rebar,increasing,31.330044314541496,16371.820067017743,medium,Africa,medium,False,growing,low,0.214597474939635,0.04770366192567406,327429.26967493683,B2B,24468.632070566888,0.7080586915347292
PROD_0074,marine_equipment,increasing,80.47611838697053,29825.674541280252,medium,Europe,medium,False,growing,medium,0.31005624128310016,-0.04340727670963025,1687054.672477846,B2B,-104188.51192156794,0.5159123557165892
PROD_0075,batteries,increasing,90.46574047890518,43616.59504790823,medium,Asia_Pacific,low,True,emerging,medium,0.22593924960549516,-0.030439002124571336,710155.8686535582,B2B,-120106.44495090662,0.3807129797099119
PROD_0076,batteries,stable,45.547949688899756,76543.45840264171,high,South_America,medium,False,mature,medium,0.08170099608979164,0.06592100599466759,104355.00677306265,B2B,229826.83658430242,0.5936680792481387
PROD_0077,plumbing,increasing,93.59373944723036,82480.12655597542,medium,Europe,medium,True,mature,low,0.37814285927068947,0.05113803526502628,2169386.869243565,Government,394766.37746938143,0.8244643435887298
PROD_0078,marine_equipment,stable,94.29980139682495,43953.54609344571,high,Oceania,high,False,emerging,medium,0.32609632821512535,0.24923209821369766,2232230.5304829422,B2B,1033019.8593092271,0.7495151899971169
PROD_0079,marine_equipment,stable,81.82835868439267,25673.38423862548,low,Asia_Pacific,medium,False,declining,high,0.19402273140103726,0.11568962520200202,1573188.1645251215,B2B,243042.02496108096,0.3386101385097242
PROD_0080,electronics,increasing,85.07185957767568,9795.36110014284,high,Europe,high,True,emerging,low,0.40531033529997146,0.2941628196798153,323821.48960192903,B2C,245128.69690270745,0.9029894854720301
PROD_0081,cement_additive,increasing,8.966253553267661,226573.55544359615,medium,Oceania,high,False,emerging,medium,0.31059009884810995,-0.03796975623589885,125265.2402168872,Government,-77136.16528070412,0.5452495672702649
PROD_0082,cement_additive,increasing,27.535789302348725,14606.72752312101,medium,Oceania,high,True,growing,low,0.42502405039753477,0.23875560351378564,762094.8290852221,B2C,96029.35921608505,0.830405132416807
PROD_0083,foil,stable,25.842255907821578,40640.81625493947,low,South_America,high,True,mature,medium,0.10063173209157743,0.0483538014303011,246904.0220494516,B2B,50783.59803470157,0.4633968518647795
PROD_0084,wind_turbines,decreasing,95.39607563486945,12761.046882370827,high,Oceania,low,True,emerging,medium,0.45885381119607727,-0.0021350932410229007,73310.39994293968,B2B,-2599.163856586522,0.7560198581397811
PROD_0085,road_base,increasing,45.129276957486056,40221.93296066906,high,North_America,medium,False,mature,high,0.19605110345398316,0.08714041570810852,1632669.901302755,B2B,158176.12818741004,0.6847619648500423
PROD_0086,jewelry,stable,54.86499594228449,67367.57113344333,high,Europe,medium,True,growing,high,0.4029857025644573,-0.01748037880745179,1978005.1231138401,B2C,-64609.60423339953,0.3494963981447933
PROD_0087,foil,increasing,9.985024802413568,23837.101860662722,high,Asia_Pacific,medium,False,mature,medium,0.13895694350679652,0.14306496353266626,1388098.6664738837,B2B,34051.471855108095,0.6872018721324771
PROD_0088,ceramics,stable,69.9999196264576,1404.3390008120132,low,Asia_Pacific,high,False,mature,medium,0.08052290429353708,0.2945392719091867,778808.8852685669,B2C,28954.275831750758,0.6745905852167191
PROD_0089,ceramics,stable,36.29495510303175,336.0627300066092,low,Africa,medium,True,mature,medium,0.2520499427507813,0.006667420554422332,2819948.5041046855,B2C,81.32507343932724,0.768538683391209
PROD_0090,solar_panels,stable,47.400483557944234,23276.81797409853,low,Europe,high,False,mature,medium,0.09477655574637774,0.18208832167510325,391152.89941116056,B2C,200903.9500027852,0.43443282118854093
PROD_0091,marine_equipment,stable,43.91789207933504,25623.294214319438,medium,Europe,high,True,declining,high,0.44370464989260233,0.16764424989346943,1883822.3376398638,B2C,188653.60667307596,0.40795245409354647
PROD_0092,foil,stable,68.78987738350827,59894.44442376134,low,Middle_East,low,False,growing,low,0.25266132313579776,0.21564031573144052,648335.1628541691,B2C,888466.4548980197,0.9573844887263648
PROD_0093,cement,decreasing,30.459101499285417,8921.586708229876,medium,South_America,medium,True,mature,high,0.45245236639758873,-0.08601005052015474,350600.67285902903,Mixed,-23372.67346061109,0.6277471359302713
PROD_0094,cement,stable,25.690517365963867,112265.88506782337,medium,Europe,high,False,growing,medium,0.06627635492854107,-0.05840085503615216,228076.3607145207,B2B,-168437.91639299056,0.5610807940966165
PROD_0095,cement,increasing,94.15285991982883,79177.94940441217,medium,North_America,medium,False,mature,medium,0.46955685867843555,-0.0010774745974485801,1693527.4305739573,B2B,-8032.390361674385,0.42510153797840194
PROD_0096,electronics,increasing,1.2392753491985076,18020.76710302312,low,North_America,medium,False,emerging,medium,0.2808413551117068,0.28859869745515215,1219551.130841483,Government,6445.185950127272,0.6623517725886392
PROD_0097,new_aluminum,increasing,77.09603461277105,66057.89469683361,high,South_America,medium,True,growing,medium,0.13759330852223406,-0.03363924157160332,1500494.6971278493,B2B,-171317.9878733785,0.3754410042873818
PROD_0098,filters,stable,88.00204335607862,4614.855260425213,medium,Europe,low,True,mature,medium,0.273752645614652,0.21496920844920042,220150.52467075776,B2B,87302.58396986878,0.4477089264942748
PROD_0099,plumbing,stable,49.5597565018549,64105.27711981247,medium,North_America,high,True,growing,high,0.34200413561617693,0.08519402186237711,1313572.4074221107,B2C,270664.9791771058,0.7857615126757265
PROD_0100,medical_devices,decreasing,23.35934320278603,21680.646942384497,high,North_America,medium,True,mature,medium,0.41926492994449954,0.15742980690408734,1981202.6553279988,B2B,79729.64447404651,0.5587245830710224
PROD_0101,new_aluminum,increasing,30.251754960557584,14086.994193748009,low,South_America,medium,False,mature,high,0.3724017391642224,-0.09195334549749484,960210.6465749522,B2B,-39186.497166164,0.592623842451574
PROD_0102,automotive_parts,decreasing,91.55825975297796,176062.0997986881,high,North_America,medium,True,growing,low,0.14642054445642438,0.19052813357093568,92581.63266369668,B2B,3071301.9797378303,0.8256226138230185
PROD_0103,aerospace_components,increasing,86.77526005620527,92804.58218155817,high,Europe,medium,True,growing,medium,0.1905105828576397,0.23484185753611675,1403715.865491111,Government,1891214.7683260094,0.6545997263648858
PROD_0104,ceramics,increasing,44.833166101513164,30825.30284071056,high,North_America,high,False,declining,medium,0.3471732450022941,0.23036459796137507,497446.0509421045,Government,318362.93504494603,0.32065574608362934
PROD_0105,filters,increasing,60.05158530010082,31878.995425564077,high,Africa,medium,False,mature,medium,0.2647380003741663,0.2725742335682125,70712.29509448266,B2B,521811.80963530793,0.6593305924015449
PROD_0106,marine_equipment,stable,76.18459717334636,135534.89104643947,high,South_America,high,False,growing,medium,0.4856378463362795,0.13206404709817138,258805.407710733,B2B,1363649.9114736158,0.418660681906477
PROD_0107,cement,increasing,87.48413612615062,6287.570058174001,medium,North_America,low,True,growing,low,0.12138089759958072,-0.09038188163838701,247983.27689687055,B2C,-49715.69595870067,0.9788421834694139
PROD_0108,solar_panels,increasing,56.09672033256512,22892.34648479508,medium,Oceania,low,True,growing,medium,0.14092420090486818,0.23905995019507853,305581.5016362704,Mixed,306997.33565953135,0.3478483257864835
PROD_0109,electronics,stable,87.88701091017286,6314.382335722865,medium,Africa,medium,True,growing,high,0.2850050268851133,0.11854462292891249,623156.0181866969,B2B,65786.59801592525,0.5332345660365646
PROD_0110,paint_pigments,decreasing,57.114967833399206,112940.42995518025,high,Europe,medium,True,growing,high,0.1339725341045538,-0.0016322856039571844,2320873.5488607595,B2B,-10529.203600887426,0.5929910440852685
PROD_0111,road_base,decreasing,91.16995372880865,9808.753889903894,medium,South_America,medium,True,mature,low,0.13565635499374357,0.011829685224970722,623454.7602015309,B2B,10578.857348987229,0.8747682722663648
PROD_0112,cans,increasing,32.812169299392956,1924.0481898990008,low,Europe,medium,True,mature,low,0.11368640266294269,0.2779337287907346,275545.21417753457,B2C,17546.566348406803,0.8932336180024056
PROD_0113,aerospace_components,stable,47.14701412293722,114402.47471752764,medium,Europe,low,False,emerging,high,0.3932222035683064,0.27146637046599503,1171382.0157892427,B2C,1464217.6884648318,0.6645917514081883
PROD_0114,paint_pigments,decreasing,90.42289910218533,36000.130722705995,high,North_America,low,True,mature,medium,0.424413285296686,-0.07377816166317878,2897085.6850849804,B2B,-240165.34173044254,0.780501597433608
PROD_0115,cement_additive,decreasing,16.826804188095547,124153.08451384137,low,Asia_Pacific,medium,False,growing,medium,0.1666475631538541,0.07427113452658363,2447561.70937057,Government,155159.80058476908,0.39961146689223703
PROD_0116,marine_equipment,decreasing,84.4062525748888,133690.89377368958,medium,Middle_East,medium,False,declining,medium,0.422337539347986,0.055765131734927524,1510579.3337413697,Mixed,629273.1163383577,0.7017838667667722
PROD_0117,jewelry,stable,71.58645485517984,1095.9515692537004,low,Middle_East,medium,True,mature,high,0.4957718903435048,0.058659703718115845,758048.2301910572,Government,4602.163921972168,0.7423204537576378
PROD_0118,marine_equipment,stable,26.588720772502352,125791.89993837378,medium,Middle_East,medium,True,growing,high,0.0982148841075818,0.05031890238704784,1084436.8591331688,B2C,168298.90064368417,0.4684804401420432
PROD_0119,medical_devices,increasing,93.41551153097002,108257.90455294844,medium,Europe,medium,True,emerging,medium,0.2856339871667168,0.22201272228138247,62782.13722147745,Mixed,2245207.4519193247,0.6150573291022055
PROD_0120,solar_panels,decreasing,93.27786320840056,133461.69878650023,low,Oceania,high,True,mature,high,0.3501231068012299,0.06754378446168784,682373.8314476724,Government,840854.0643307779,0.3734136391033069
PROD_0121,aerospace_components,stable,88.38955030120457,66915.75118961598,low,Africa,medium,False,growing,high,0.466958733652059,0.0835394922327824,11101.286419795975,Mixed,494107.1213616599,0.7762775995360456
PROD_0122,cement_additive,increasing,55.18108445133513,14359.672230337428,medium,Oceania,medium,False,growing,high,0.08532914754092756,0.11763914851554698,630654.3372112213,Government,93215.17742804723,0.6512262029585256
PROD_0123,wind_turbines,increasing,57.49102191910335,43902.584428628,low,Africa,medium,True,emerging,high,0.48592723102745944,0.24598689325125447,1186339.0832098324,Government,620872.0116560422,0.5295706731359562
PROD_0124,new_steel,decreasing,90.07709960524738,66216.67931699814,low,Africa,medium,True,growing,high,0.13624356979697072,0.09042667302533643,250140.11516867962,B2B,539359.5143184022,0.7296114933219954
PROD_0125,new_steel,stable,78.27362094122543,6467.080686898048,medium,South_America,medium,False,growing,medium,0.2641491657938465,0.0892460169646867,541368.3079582105,Government,45176.496418986244,0.38435534761378687
PROD_0126,aerospace_components,stable,83.04115330121397,20599.223570733462,high,Oceania,high,False,mature,low,0.41913465839721864,0.23202017852777643,216213.36823922276,B2B,396889.83857447404,0.939974244964465
PROD_0127,new_steel,increasing,95.17385954724058,21304.36714770722,low,Middle_East,medium,True,emerging,high,0.08875593229213778,0.25173861236062955,2547234.2429354074,B2C,510429.9548541297,0.5634316497179372
PROD_0128,wind_turbines,stable,48.36726168571358,33453.65302646943,medium,Europe,high,False,mature,medium,0.3752877593465458,0.20953493626880873,161025.10928231437,B2B,339040.43219713506,0.6927022863802508
PROD_0129,jewelry,stable,83.23840307809526,8848.555166659924,low,Africa,high,True,mature,high,0.08399203356961012,-0.090309970862987,898698.9701642804,B2B,-66516.86996184674,0.7129771301482407
PROD_0130,cans,increasing,4.63475543123958,96771.28432218381,medium,Europe,medium,False,mature,high,0.49025711296625796,0.053085337267409966,339171.59994044056,B2B,23809.370210063164,0.45971306713129945
PROD_0131,solar_panels,decreasing,85.07916657463262,10878.412307238747,high,Middle_East,low,True,emerging,medium,0.2755521527758437,0.1751542680678984,470365.81261650234,B2B,162109.8733789441,0.31171975463288554
PROD_0132,marine_equipment,stable,22.342040196286806,4733.518280831994,medium,Asia_Pacific,high,False,emerging,low,0.14508214387841545,-0.0004187878518285615,81457.84648553973,B2B,-44.28951889969205,0.9798387183147865
PROD_0133,new_steel,decreasing,94.35305650900966,236140.8686417945,medium,North_America,high,False,mature,medium,0.46512781331237335,0.2751394989118822,434319.83279624773,Mixed,6130276.620068547,0.5933490027918308
PROD_0134,electronics,increasing,5.022411027394823,95603.02422778617,high,Asia_Pacific,medium,True,growing,medium,0.225567831579725,0.22681626497381788,896568.2439496497,B2C,108907.57228691943,0.5520008785165413
PROD_0135,aerospace_components,decreasing,66.32472917102771,29392.47908685892,medium,North_America,medium,True,growing,medium,0.384308195134205,0.057206199990121,546930.55511854,Government,111520.52446345301,0.41344540461176515
PROD_0136,construction_materials,decreasing,71.77294275725201,17918.76775903407,low,Oceania,medium,True,mature,medium,0.3541058935517183,-0.07913193140631036,870757.5547851388,B2B,-101770.20741759466,0.707556539221573
PROD_0137,automotive_parts,increasing,18.192094709657084,72897.19265290184,medium,Middle_East,medium,True,mature,medium,0.11942534161822439,0.21895059932134806,1277875.4352264027,Government,290361.91374526935,0.7826104246040382
PROD_0138,ceramics,increasing,54.59061305461879,15762.032750792665,medium,Asia_Pacific,medium,False,emerging,medium,0.4050293094772362,0.2992065513753832,244491.84190282028,Mixed,257454.9792212561,0.6950048030475917
PROD_0139,rebar,stable,56.0128143052709,92807.56289604881,medium,Oceania,medium,True,mature,medium,0.23645023667790402,0.13385501317076473,515615.38811474625,Government,695833.6120202434,0.6880735613761098
PROD_0140,cement,increasing,60.01607674634086,46167.85724340671,medium,Europe,low,False,mature,low,0.25772809954323495,0.019526706676956662,710515.6684344078,B2B,54104.86566434003,0.9359410641497453
PROD_0141,construction_materials,decreasing,86.87977983036852,51951.53360748474,low,Middle_East,medium,True,mature,medium,0.32661868653776316,0.088618464147496,333377.1412132199,B2B,399982.78785550705,0.38727102853526724
